InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,FALSE,Keith Drumright,2,141,13,34,1,1,0,13,0,0.24113475177304966,0.26241134751773049,0,0,0,0,0,39,1981,4695
FALSE,FALSE,Larry Cox,9,825,72,182,31,5,12,85,5,0.22060606060606058,0.31393939393939396,0,0,0,0,0,307,1982,4698
FALSE,FALSE,Dick Davis,6,1217,160,323,62,7,27,141,13,0.26540673788003288,0.39441248972884141,0,0,0,0,0,576,1982,4701
FALSE,FALSE,Rick Bosetti,7,1543,172,385,70,8,17,133,30,0.24951393389500975,0.33830200907323399,0,0,0,0,0,617,1982,4704
FALSE,FALSE,Dave Baker,1,20,3,5,1,0,0,2,0,0.25,0.29999999999999999,0,0,0,0,0,7,1982,4707
FALSE,FALSE,Randy Bass,6,325,24,69,6,2,9,42,0,0.21230769230769231,0.32615384615384618,0,0,0,0,0,123,1982,4710
FALSE,FALSE,Danny Goodwin,7,636,72,150,32,8,13,81,3,0.23584905660377359,0.37264150943396224,0,0,0,0,0,290,1982,4713
FALSE,FALSE,Mike Gates,2,123,17,29,2,4,0,9,0,0.23577235772357724,0.31707317073170732,0,0,0,0,0,45,1982,4716
FALSE,FALSE,Barry Evans,5,501,40,126,17,3,2,41,3,0.25149700598802394,0.30938123752495011,0,0,0,0,0,177,1982,4719
FALSE,FALSE,Randy Johnson,2,254,26,62,10,0,10,36,0,0.24409448818897639,0.40157480314960631,0,0,0,0,0,122,1982,4722
FALSE,FALSE,Larry Hisle,14,4205,652,1146,193,32,166,674,128,0.2725326991676576,0.45208085612366228,2,0,0,0,0,2292,1982,4725
FALSE,FALSE,Pete Hernandez,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,4728
FALSE,FALSE,Frank Taveras,11,4043,503,1029,144,44,2,214,300,0.25451397477120952,0.31338115260944843,0,0,0,0,0,1457,1982,4731
FALSE,FALSE,Steve Stroughter,1,47,4,8,1,0,1,3,0,0.1702127659574468,0.25531914893617019,0,0,0,0,0,14,1982,4734
FALSE,FALSE,Dennis Werth,4,139,28,29,4,0,3,15,1,0.20863309352517986,0.30215827338129497,0,0,0,0,0,49,1982,4737
FALSE,FALSE,Don Werner,7,279,17,49,7,1,2,24,2,0.17562724014336917,0.22939068100358423,0,0,0,0,0,74,1982,4740
FALSE,FALSE,Dave Revering,5,1832,205,486,83,16,62,234,2,0.26528384279475986,0.42958515283842796,0,0,0,0,0,948,1982,4743
FALSE,FALSE,Dave Roberts,10,2017,194,483,77,7,49,208,27,0.23946455131383246,0.35746157659890931,0,0,0,0,0,854,1982,4746
FALSE,FALSE,Jim Spencer,15,4908,541,1227,179,27,146,599,11,0.25,0.38671556642216792,1,0,0,2,0,2250,1982,4749
FALSE,FALSE,Paul Serna,2,263,26,62,5,0,7,17,2,0.23574144486692014,0.33460076045627379,0,0,0,0,0,100,1982,4752
FALSE,FALSE,John Mayberry,15,5447,733,1379,211,19,255,879,20,0.25316688085184508,0.43932439875160639,2,0,0,0,0,2878,1982,4755
FALSE,FALSE,Phil Mankowski,6,739,72,195,23,4,8,64,3,0.26387009472259809,0.33829499323410012,0,0,0,0,0,285,1982,4758
FALSE,FALSE,Vance McHenry,2,19,3,4,0,0,0,2,0,0.2105263157894737,0.2105263157894737,0,0,0,0,0,4,1982,4761
FALSE,FALSE,Jose Moreno,3,97,14,20,4,1,2,15,5,0.20618556701030927,0.32989690721649484,0,0,0,0,0,39,1982,4764
FALSE,FALSE,Mike Patterson,2,48,9,13,2,3,1,2,1,0.27083333333333337,0.5,0,0,0,0,0,30,1982,4767
FALSE,FALSE,Lenny Randle,12,3950,488,1016,145,40,27,322,156,0.25721518987341774,0.33468354430379743,0,0,0,0,0,1534,1982,4770
FALSE,FALSE,Hosken Powell,6,1816,241,470,78,17,17,160,43,0.25881057268722468,0.34856828193832601,0,0,0,0,0,745,1983,4773
FALSE,FALSE,Karl Pagel,5,56,7,13,0,2,1,7,0,0.23214285714285718,0.35714285714285715,0,0,0,0,0,23,1983,4776
FALSE,FALSE,Bobby Murcer,17,6730,972,1862,285,45,252,1043,127,0.27667161961367015,0.44472511144130761,5,0,0,1,0,3575,1983,4779
FALSE,FALSE,Bob Molinaro,8,803,106,212,25,11,14,90,46,0.26400996264009963,0.37484433374844334,0,0,0,0,0,351,1983,4782
FALSE,FALSE,Wayne Nordhagen,8,1423,147,401,77,8,39,205,1,0.28179901616303588,0.42937456078706959,0,0,0,0,0,735,1983,4785
FALSE,FALSE,Rowland Office,11,2413,259,626,101,11,32,242,27,0.25942809780356402,0.3501864898466639,0,0,0,0,0,989,1983,4788
FALSE,FALSE,Bake McBride,11,3853,548,1153,167,55,63,430,183,0.29924733973527123,0.420192058136517,1,0,0,0,0,1904,1983,4791
FALSE,FALSE,Jay Loviglio,4,52,17,10,0,0,0,4,5,0.19230769230769232,0.19230769230769232,0,0,0,0,0,10,1983,4794
FALSE,FALSE,Ken Smith,3,56,8,15,2,0,1,5,1,0.26785714285714285,0.35714285714285715,0,0,0,0,0,23,1983,4797
FALSE,FALSE,Bob Skube,2,28,2,7,1,1,0,9,0,0.25,0.35714285714285715,0,0,0,0,0,12,1983,4800
FALSE,FALSE,Aurelio Rodriguez,17,6611,612,1570,287,46,124,648,35,0.23748298290727576,0.35108153078202992,0,0,0,1,0,2778,1983,4803
FALSE,FALSE,Julio Valdez,4,87,11,18,2,0,1,8,3,0.20689655172413793,0.26436781609195403,0,0,0,0,0,26,1983,4806
FALSE,FALSE,Rick Sweet,3,736,62,172,23,1,6,57,6,0.23369565217391303,0.2921195652173913,0,0,0,0,0,245,1983,4809
FALSE,FALSE,Jerry Turner,10,1742,222,448,73,9,45,238,45,0.25717566016073479,0.38691159586681972,0,0,0,0,0,801,1983,4812
FALSE,FALSE,Mike Howard,3,66,9,12,1,0,1,7,4,0.18181818181818182,0.24242424242424243,0,0,0,0,0,18,1983,4815
FALSE,FALSE,Bob Johnson,3,249,24,49,8,1,9,27,3,0.19678714859437749,0.34538152610441769,0,0,0,0,0,104,1983,4818
FALSE,FALSE,Mickey Klutts,8,536,49,129,26,1,14,59,1,0.24067164179104475,0.3712686567164179,0,0,0,0,0,240,1983,4821
FALSE,FALSE,Dave Edler,4,334,34,72,7,3,6,36,12,0.21556886227544911,0.30838323353293412,0,0,0,0,0,119,1983,4824
FALSE,FALSE,Julio Gonzalez,7,969,90,228,32,8,4,66,13,0.23529411764705885,0.29721362229102166,0,0,0,0,0,332,1983,4827
FALSE,FALSE,Lee Graham,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1983,4830
FALSE,FALSE,Jamie Allen,1,273,23,61,10,0,4,21,6,0.22344322344322345,0.304029304029304,0,0,0,0,0,97,1983,4833
FALSE,FALSE,Bud Bulling,4,345,34,77,11,0,3,28,2,0.22318840579710145,0.28115942028985508,0,0,0,0,0,111,1983,4836
FALSE,FALSE,Larry Biittner,14,3151,310,861,144,20,29,354,10,0.27324658838463978,0.35925103141859727,0,0,0,0,0,1325,1983,4839
FALSE,FALSE,Darryl Cias,1,18,1,6,1,0,0,1,1,0.33333333333333337,0.3888888888888889,0,0,0,0,0,8,1983,4842
FALSE,FALSE,Wil Culmer,1,19,0,2,0,0,0,1,0,0.10526315789473685,0.10526315789473685,0,0,0,0,0,2,1983,4845
FALSE,FALSE,Richie Zisk,13,5144,681,1477,245,26,207,792,8,0.28713063763608088,0.46559097978227054,2,0,0,0,0,2873,1983,4848
FALSE,FALSE,Bucky Dent,12,4512,451,1114,169,23,40,423,17,0.24689716312056739,0.32114361702127664,3,0,0,0,0,1681,1984,4851
FALSE,FALSE,Kevin Buckley,1,7,1,2,1,0,0,0,0,0.2857142857142857,0.42857142857142855,0,0,0,0,0,4,1984,4854
FALSE,FALSE,Tucker Ashford,7,510,42,111,31,1,6,55,5,0.21764705882352942,0.31764705882352939,0,0,0,0,0,200,1984,4857
FALSE,FALSE,Randy Gomez,1,30,0,5,1,0,0,0,0,0.16666666666666669,0.20000000000000001,0,0,0,0,0,7,1984,4860
FALSE,FALSE,Jim Essian,12,1855,194,453,85,3,33,207,9,0.24420485175202156,0.34663072776280324,0,0,0,0,0,764,1984,4863
FALSE,FALSE,Randy Johnson,3,484,55,129,21,0,6,53,5,0.26652892561983471,0.34710743801652894,0,0,0,0,0,195,1984,4866
FALSE,FALSE,Roy Howell,11,3791,422,991,183,31,80,454,9,0.26140859931416516,0.38934318121867584,1,0,0,0,0,1770,1984,4869
FALSE,FALSE,Garry Hancock,6,570,57,141,21,3,12,64,2,0.2473684210526316,0.35789473684210527,0,0,0,0,0,240,1984,4872
FALSE,FALSE,Dave Stegman,6,320,39,66,10,2,8,32,5,0.20624999999999999,0.32500000000000001,0,0,0,0,0,124,1984,4875
FALSE,FALSE,Mike Vail,10,1604,146,447,71,11,34,219,3,0.27867830423940149,0.40024937655860349,0,0,0,0,0,758,1984,4878
FALSE,FALSE,Tom Wieghaus,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1984,4881
FALSE,FALSE,Mickey Rivers,15,5629,785,1660,247,71,61,499,267,0.29490140344643812,0.39651803162195776,1,0,0,0,0,2611,1984,4884
FALSE,FALSE,Jerry Remy,10,4455,605,1226,140,38,7,329,208,0.27519640852974186,0.32839506172839505,1,0,0,0,0,1648,1984,4887
FALSE,FALSE,Tony Scott,11,2803,331,699,111,28,17,253,125,0.24937566892615054,0.32714948269711019,0,0,0,0,0,1073,1984,4890
FALSE,FALSE,Willie Lozado,1,107,15,29,8,2,1,20,0,0.2710280373831776,0.41121495327102803,0,0,0,0,0,55,1984,4893
FALSE,FALSE,Jerry Martin,11,2652,337,666,130,17,85,345,38,0.25113122171945701,0.40912518853695323,0,0,0,0,0,1317,1984,4896
FALSE,FALSE,Lemmie Miller,1,12,1,2,0,0,0,0,0,0.16666666666666669,0.16666666666666669,0,0,0,0,0,2,1984,4899
FALSE,FALSE,Broderick Perkins,7,1255,127,340,62,8,8,157,9,0.27091633466135462,0.35219123505976097,0,0,0,0,0,520,1984,4905
FALSE,FALSE,Lou Piniella,18,5867,651,1705,305,41,102,766,32,0.29060848815408213,0.40872677688767683,1,0,0,0,0,2846,1984,4908
FALSE,FALSE,Pat Putnam,8,1989,223,508,95,8,63,255,10,0.25540472599296127,0.40623428858722976,0,0,0,0,0,974,1984,4911
FALSE,FALSE,Mike Ramsey,7,786,81,189,26,6,2,57,14,0.24045801526717558,0.29643765903307889,0,0,0,0,0,267,1985,4914
FALSE,FALSE,Carlos Ponce,1,62,4,10,2,0,1,5,0,0.16129032258064518,0.24193548387096775,0,0,0,0,0,18,1985,4917
FALSE,FALSE,Joe Nolan,11,1454,156,382,66,10,27,178,7,0.2627235213204952,0.37757909215955981,0,0,0,0,0,652,1985,4920
FALSE,FALSE,Mike O'Berry,7,376,38,72,10,1,3,27,1,0.19148936170212766,0.2473404255319149,0,0,0,0,0,107,1985,4923
FALSE,FALSE,Victor Mata,2,77,9,24,5,0,1,6,1,0.31168831168831168,0.41558441558441561,0,0,0,0,0,38,1985,4926
FALSE,FALSE,Dave Leeper,2,40,2,3,0,0,0,4,0,7.4999999999999997E-2,7.4999999999999997E-2,0,0,0,0,0,3,1985,4929
FALSE,FALSE,John Lowenstein,16,3476,510,881,137,18,116,441,128,0.25345224395857308,0.40333716915995399,0,0,0,0,0,1673,1985,4932
FALSE,FALSE,Jim Scranton,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,4935
FALSE,FALSE,Mike Squires,10,1580,211,411,53,10,6,141,45,0.26012658227848101,0.3177215189873418,0,0,0,1,0,571,1985,4938
FALSE,FALSE,Edwin Rodriguez,3,22,3,5,1,0,0,1,0,0.22727272727272727,0.27272727272727271,0,0,0,0,0,7,1985,4941
FALSE,FALSE,Ellis Valentine,10,3166,380,881,169,15,123,474,59,0.27826910928616549,0.4576753000631712,1,0,0,1,0,1756,1985,4944
FALSE,TRUE,Rusty Staub,23,9720,1189,2716,499,47,292,1466,47,0.27942386831275717,0.43055555555555552,6,0,0,0,0,5023,1985,4947
FALSE,FALSE,Mike Hargrove,12,5564,783,1614,266,28,80,686,24,0.29007907979870595,0.39108554996405465,1,0,0,0,0,2550,1985,4950
FALSE,FALSE,Art Howe,11,2626,268,682,139,23,43,293,10,0.25971058644325967,0.37928408225437926,0,0,0,0,0,1201,1985,4953
FALSE,FALSE,Jay Johnstone,20,4703,578,1254,215,38,102,531,50,0.26663831596853071,0.39357856687220921,0,0,0,0,0,2206,1985,4956
FALSE,FALSE,Oscar Gamble,17,4502,656,1195,188,31,200,666,47,0.26543758329631273,0.45424255886272769,0,0,0,0,0,2464,1985,4959
FALSE,FALSE,Doug Flynn,11,3853,288,918,115,39,7,284,20,0.2382559044900078,0.29379704126654554,0,0,0,1,0,1293,1985,4962
FALSE,FALSE,Mark Gilbert,1,22,3,6,1,0,0,3,0,0.27272727272727271,0.31818181818181818,0,0,0,0,0,8,1985,4965
FALSE,FALSE,Ron Gardenhire,5,710,57,165,27,3,4,49,13,0.23239436619718307,0.29577464788732394,0,0,0,0,0,244,1985,4968
FALSE,FALSE,Ricky Adams,3,247,35,53,5,1,4,16,3,0.2145748987854251,0.291497975708502,0,0,0,0,0,82,1985,4971
FALSE,FALSE,Benny Ayala,10,865,114,217,42,1,38,145,2,0.25086705202312143,0.43352601156069365,0,0,0,0,0,456,1985,4974
FALSE,FALSE,Steve Braun,15,3650,466,989,155,19,52,388,45,0.27095890410958906,0.36657534246575346,0,0,0,0,0,1564,1985,4977
FALSE,FALSE,Jeff Burroughs,16,5536,720,1443,230,20,240,882,16,0.26065751445086704,0.43948699421965315,2,1,0,0,0,2923,1985,4980
FALSE,FALSE,Larry Bowa,16,8418,987,2191,262,99,15,525,318,0.26027559990496552,0.32026609645996673,5,0,0,2,0,3072,1985,4983
FALSE,FALSE,Kelvin Chapman,3,421,50,94,17,2,3,34,13,0.22327790973871733,0.29453681710213775,0,0,0,0,0,146,1985,4986
FALSE,FALSE,Fritzie Connally,2,122,16,27,4,0,3,15,0,0.22131147540983606,0.32786885245901642,0,0,0,0,0,47,1985,4989
FALSE,FALSE,Joe DeSa,2,55,5,11,2,0,2,7,0,0.20000000000000001,0.34545454545454546,0,0,0,0,0,23,1985,4992
FALSE,FALSE,Ned Yost,6,605,54,128,15,4,16,64,5,0.21157024793388429,0.32892561983471075,0,0,0,0,0,234,1985,4995
FALSE,FALSE,Julio Cruz,10,3859,557,916,113,27,23,279,343,0.23736719357346464,0.29852293340243585,0,0,0,0,0,1315,1986,5001
FALSE,FALSE,Tim Corcoran,9,1050,120,283,46,4,12,128,4,0.26952380952380955,0.35523809523809524,0,0,0,0,0,435,1986,5004
FALSE,FALSE,Cesar Cedeno,17,7310,1084,2087,436,60,199,976,550,0.28549931600547196,0.44322845417236667,4,0,0,5,0,3935,1986,5007
FALSE,FALSE,Mike Brewer,1,18,0,3,1,0,0,0,0,0.16666666666666669,0.22222222222222224,0,0,0,0,0,5,1986,5010
FALSE,FALSE,Randy Asadoor,1,55,9,20,5,0,0,7,1,0.36363636363636365,0.45454545454545453,0,0,0,0,0,30,1986,5013
FALSE,FALSE,Wayne Gross,11,3125,373,727,126,9,121,396,24,0.23264000000000001,0.39488000000000001,1,0,0,0,0,1490,1986,5016
FALSE,TRUE,George Foster,18,7023,986,1925,307,47,348,1239,51,0.27409938772604298,0.4798519151359818,5,1,0,0,0,4072,1986,5019
FALSE,FALSE,Rondin Johnson,1,31,1,8,0,1,0,2,0,0.25806451612903225,0.32258064516129037,0,0,0,0,0,11,1986,5022
FALSE,FALSE,Dane Iorg,10,1647,149,455,103,11,14,216,5,0.27625986642380085,0.37765634486945959,0,0,0,0,0,750,1986,5025
FALSE,FALSE,Dave Kingman,16,6677,901,1575,240,25,442,1210,85,0.23588437921222108,0.47790924067695073,3,0,0,0,0,3898,1986,5028
FALSE,FALSE,Marc Hill,14,1809,146,404,62,3,34,198,1,0.22332780541735764,0.31730237700386954,0,0,0,0,0,673,1986,5031
FALSE,FALSE,Toby Harrah,17,7402,1115,1954,307,40,195,918,238,0.2639827073763848,0.39529856795460683,4,0,0,0,0,3468,1986,5034
FALSE,FALSE,Dave Stapleton,7,2028,238,550,118,8,41,224,6,0.27120315581854043,0.39792899408284022,0,0,0,0,0,974,1986,5037
FALSE,FALSE,La Schelle Tarver,1,25,3,3,0,0,0,1,0,0.12,0.12,0,0,0,0,0,3,1986,5040
FALSE,FALSE,Al Woods,7,1986,233,538,98,14,35,196,23,0.27089627391742199,0.38721047331319236,0,0,0,0,0,916,1986,5043
FALSE,FALSE,Billy Sample,9,2516,371,684,127,9,46,230,98,0.27186009538950717,0.3843402225755167,0,0,0,0,0,1149,1986,5046
FALSE,FALSE,Dan Rohn,3,72,5,18,3,2,1,11,1,0.25,0.3888888888888889,0,0,0,0,0,34,1986,5049
FALSE,FALSE,Garry Maddox,15,6331,777,1802,337,62,117,754,248,0.28463117990838727,0.41288895909019108,0,0,0,8,0,3130,1986,5052
FALSE,FALSE,Mike Martin,1,13,1,1,1,0,0,0,0,7.6923076923076927E-2,0.15384615384615385,0,0,0,0,0,3,1986,5055
FALSE,FALSE,Ricky Nelson,4,320,38,79,13,3,6,39,8,0.24687500000000001,0.36249999999999999,0,0,0,0,0,138,1986,5058
FALSE,FALSE,Omar Moreno,12,4992,699,1257,171,87,37,386,487,0.25180288461538464,0.34314903846153844,0,0,0,0,0,2008,1986,5061
FALSE,FALSE,Rick Peters,5,919,135,255,34,10,2,80,20,0.27747551686615884,0.34276387377584333,0,0,0,0,0,361,1986,5064
FALSE,FALSE,Tim Pyznarski,1,42,3,10,1,0,0,0,2,0.23809523809523808,0.26190476190476192,0,0,0,0,0,12,1986,5067
FALSE,FALSE,Darrell Porter,17,5539,765,1369,237,48,188,826,39,0.24715652644881747,0.40909911536378407,4,0,0,0,0,2739,1987,5070
FALSE,FALSE,Casey Parsons,4,53,9,10,1,0,2,10,0,0.18867924528301888,0.32075471698113206,0,0,0,0,0,20,1987,5073
FALSE,FALSE,Charlie Moore,15,4033,456,1052,187,43,36,408,51,0.26084800396727004,0.35531862137366721,0,0,0,0,0,1699,1987,5076
FALSE,FALSE,Reid Nichols,8,1160,156,308,63,8,22,131,27,0.26551724137931032,0.39051724137931032,0,0,0,0,0,546,1987,5079
FALSE,FALSE,Rick Manning,13,5248,664,1349,189,43,56,458,168,0.25705030487804875,0.34146341463414637,0,0,0,1,0,2080,1987,5082
FALSE,FALSE,Hal McRae,19,7218,940,2091,484,66,191,1097,109,0.28969243557772234,0.45441950678858412,3,0,0,0,0,4021,1987,5085
FALSE,FALSE,Greg Legg,2,22,3,9,1,0,0,1,0,0.40909090909090906,0.45454545454545453,0,0,0,0,0,11,1987,5088
FALSE,TRUE,Bill Madlock,15,6594,920,2008,348,34,163,860,174,0.30451925993327267,0.44176524112829846,3,0,0,0,0,3458,1987,5091
FALSE,FALSE,Dave Sax,5,60,3,16,4,0,1,8,0,0.26666666666666666,0.38333333333333336,0,0,0,0,0,28,1987,5094
FALSE,FALSE,Tom Romano,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5097
FALSE,FALSE,Floyd Rayford,7,1044,112,255,43,1,38,117,4,0.24425287356321837,0.39655172413793105,0,0,0,0,0,496,1987,5100
FALSE,FALSE,Robbie Wine,2,41,3,6,2,0,0,0,0,0.14634146341463414,0.1951219512195122,0,0,0,0,0,10,1987,5103
FALSE,FALSE,U. L. Washington,11,2797,358,703,103,36,27,255,132,0.25134072220235965,0.34286735788344652,0,0,0,0,0,1125,1987,5106
FALSE,FALSE,Marc Sullivan,5,360,37,67,11,0,5,28,0,0.18611111111111112,0.25833333333333336,0,0,0,0,0,109,1987,5109
FALSE,FALSE,Tim Tolman,7,196,21,33,10,0,5,24,1,0.1683673469387755,0.29591836734693877,0,0,0,0,0,73,1987,5112
FALSE,FALSE,Clint Hurdle,10,1391,162,360,81,12,32,193,1,0.25880661394680082,0.40330697340043137,0,0,0,0,0,686,1987,5115
FALSE,FALSE,Bob Kearney,8,1356,131,316,66,3,27,133,9,0.23303834808259588,0.34587020648967554,0,0,0,0,0,565,1987,5118
FALSE,FALSE,Ruppert Jones,12,4415,643,1103,215,38,147,579,143,0.24983012457531145,0.41562853907134767,2,0,0,0,0,2235,1987,5124
FALSE,FALSE,Ty Gainey,3,111,12,24,3,1,1,7,4,0.21621621621621623,0.28828828828828829,0,0,0,0,0,37,1987,5127
FALSE,FALSE,David Green,6,1398,168,374,48,18,31,180,68,0.26752503576537912,0.39413447782546496,0,0,0,0,0,648,1987,5130
FALSE,FALSE,Terry Bell,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5133
FALSE,FALSE,Bruce Bochy,9,802,75,192,37,2,26,93,1,0.23940149625935161,0.38778054862842892,0,0,0,0,0,376,1987,5136
FALSE,FALSE,Buddy Biancalana,6,550,70,113,16,7,6,30,8,0.20545454545454547,0.29272727272727272,0,0,0,0,0,190,1987,5139
FALSE,FALSE,Onix Concepcion,7,1041,108,249,34,7,3,80,25,0.23919308357348706,0.29394812680115273,0,0,0,0,0,350,1987,5142
FALSE,FALSE,Jeff DeWillis,1,25,2,3,1,0,1,2,0,0.12,0.28000000000000003,0,0,0,0,0,9,1987,5145
FALSE,FALSE,Doug DeCinces,15,5809,778,1505,312,29,237,879,58,0.25908073678774318,0.44517128593561711,1,0,0,0,0,3164,1987,5148
FALSE,FALSE,Pat Dodson,3,99,12,20,8,1,4,10,0,0.20202020202020202,0.4242424242424242,0,0,0,0,0,55,1988,5151
FALSE,TRUE,Dave Concepcion,19,8723,993,2326,389,48,101,950,321,0.26665138140547978,0.35698727502006189,9,0,0,5,0,3652,1988,5154
FALSE,FALSE,Randy Byers,2,26,1,7,2,0,0,1,1,0.26923076923076927,0.34615384615384615,0,0,0,0,0,11,1988,5157
FALSE,FALSE,Mike Brown,5,903,105,239,49,7,23,113,5,0.26467331118493909,0.41085271317829458,0,0,0,0,0,450,1988,5160
FALSE,FALSE,Bill Almon,15,3330,390,846,138,25,36,296,128,0.25405405405405407,0.34294294294294292,0,0,0,0,0,1341,1988,5163
FALSE,FALSE,Barbaro Garbey,3,626,76,167,28,2,11,86,9,0.26677316293929715,0.37060702875399365,0,0,0,0,0,273,1988,5166
FALSE,FALSE,Angel Escobar,1,3,1,1,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,1,1988,5169
FALSE,FALSE,Mike Fitzgerald,1,46,4,9,1,0,0,1,0,0.19565217391304349,0.21739130434782611,0,0,0,0,0,11,1988,5172
FALSE,FALSE,Steve Kemp,11,4058,581,1128,179,25,130,634,39,0.27796944307540661,0.43050763923114832,1,0,0,0,0,2081,1988,5175
FALSE,FALSE,Bob Horner,10,3777,560,1047,169,8,218,685,14,0.27720413026211277,0.49933809902038651,1,0,0,0,0,2281,1988,5178
FALSE,FALSE,George Hendrick,18,7129,941,1980,343,27,267,1111,59,0.27773881329779776,0.44578482255575819,4,0,0,0,0,3815,1988,5181
FALSE,FALSE,Wilfredo Tejada,2,40,2,10,3,0,0,4,0,0.25,0.32500000000000001,0,0,0,0,0,16,1988,5184
FALSE,FALSE,Duane Walker,5,861,95,197,37,5,24,99,25,0.22880371660859466,0.36701509872241583,0,0,0,0,0,382,1988,5187
FALSE,FALSE,Jessie Reid,2,10,1,1,0,0,1,1,0,0.10000000000000001,0.40000000000000002,0,0,0,0,0,5,1988,5190
FALSE,FALSE,Gary Roenicke,12,2708,367,670,135,4,121,410,16,0.24741506646971934,0.4342688330871492,0,0,0,0,0,1436,1988,5193
FALSE,FALSE,Wade Rowdon,5,157,14,34,6,2,1,16,3,0.21656050955414013,0.29936305732484075,0,0,0,0,0,56,1988,5196
FALSE,FALSE,Craig Smajstrla,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,5199
FALSE,FALSE,Larry See,2,43,1,8,2,0,0,2,0,0.18604651162790697,0.23255813953488375,0,0,0,0,0,12,1988,5202
FALSE,FALSE,Bob Meacham,6,1371,202,324,58,8,8,114,58,0.23632385120350111,0.30780452224653537,0,0,0,0,0,496,1988,5205
FALSE,FALSE,Eddie Milner,9,2395,376,607,111,28,42,195,145,0.25344467640918578,0.37578288100208768,0,0,0,0,0,1081,1988,5208
FALSE,FALSE,Jim Morrison,12,3375,371,876,170,16,112,435,50,0.25955555555555554,0.41896296296296293,0,0,0,0,0,1712,1988,5211
FALSE,FALSE,Dave Owen,4,139,15,27,2,3,1,16,3,0.19424460431654678,0.2733812949640288,0,0,0,0,0,44,1988,5214
FALSE,FALSE,John Rabb,5,204,22,46,12,1,4,27,2,0.22549019607843135,0.3529411764705882,0,0,0,0,0,89,1988,5217
FALSE,FALSE,Mike Young,8,1840,244,454,80,6,72,235,22,0.24673913043478263,0.41413043478260869,0,0,0,0,0,920,1989,5220
FALSE,FALSE,Al Pedrique,3,449,32,111,18,1,1,36,5,0.24721603563474387,0.29844097995545654,0,0,0,0,0,154,1989,5223
FALSE,FALSE,John Mizerock,4,231,24,43,9,2,2,24,0,0.18614718614718614,0.26839826839826841,0,0,0,0,0,75,1989,5226
FALSE,FALSE,Joey Meyer,2,474,35,119,24,0,18,74,1,0.25105485232067515,0.41561181434599159,0,0,0,0,0,239,1989,5229
FALSE,FALSE,Lee Mazzilli,14,4124,571,1068,191,24,93,460,197,0.25897187196896215,0.38457807953443263,1,0,0,0,0,1894,1989,5232
FALSE,FALSE,Phil Lombardi,3,92,10,22,4,0,3,9,0,0.2391304347826087,0.38043478260869568,0,0,0,0,0,42,1989,5235
FALSE,FALSE,Tom Magrann,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5238
FALSE,FALSE,Steve Stanicek,2,16,2,3,0,0,0,1,0,0.1875,0.1875,0,0,0,0,0,3,1989,5241
FALSE,FALSE,Van Snider,2,35,5,7,1,0,1,6,0,0.20000000000000001,0.31428571428571428,0,0,0,0,0,13,1989,5244
FALSE,FALSE,Craig Reynolds,15,4466,480,1142,143,65,42,377,58,0.25570980743394534,0.34505150022391401,2,0,0,0,0,1791,1989,5247
FALSE,FALSE,Matt Winters,1,107,14,25,6,0,2,9,0,0.23364485981308411,0.34579439252336452,0,0,0,0,0,45,1989,5250
FALSE,FALSE,Jeff Wetherby,1,48,5,10,2,1,1,7,1,0.20833333333333331,0.35416666666666663,0,0,0,0,0,21,1989,5253
FALSE,FALSE,Jim Weaver,3,31,6,5,4,0,0,2,2,0.16129032258064518,0.29032258064516125,0,0,0,0,0,13,1989,5256
FALSE,FALSE,Jim Steels,3,133,13,24,2,1,0,11,5,0.18045112781954889,0.2105263157894737,0,0,0,0,0,31,1989,5259
FALSE,FALSE,Tommy Hinzo,2,274,35,68,9,3,3,21,10,0.2481751824817518,0.33576642335766427,0,0,0,0,0,107,1989,5262
FALSE,FALSE,Glenn Hubbard,12,4441,545,1084,214,22,70,448,35,0.24408916910605721,0.34947083990092326,1,0,0,0,0,1858,1989,5265
FALSE,FALSE,Ed Jurak,6,302,35,80,11,5,1,33,1,0.26490066225165565,0.34437086092715236,0,0,0,0,0,121,1989,5268
FALSE,FALSE,LaVel Freeman,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5271
FALSE,FALSE,Leon Durham,10,3587,522,992,192,40,147,530,106,0.27655422358516862,0.47532757178700863,2,0,0,0,0,2084,1989,5274
