InductedToHallOfFame,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB
FALSE,1,38,2,8,0,0,0,1,0,0.210526316,0.210526316,0,0,0,0,0,8
FALSE,13,5813,771,1619,394,7,223,952,30,0.278513676,0.463788061,4,0,0,1,0,3320
FALSE,10,2706,382,746,132,19,69,349,7,0.275683666,0.415003695,0,0,0,0,0,1343
FALSE,3,245,30,55,12,1,8,32,3,0.224489796,0.379591837,0,0,0,0,0,114
FALSE,8,2362,311,632,150,14,89,331,12,0.267569856,0.455969517,0,0,0,0,0,1330
FALSE,2,263,17,59,7,0,1,21,0,0.224334601,0.262357414,0,0,0,0,0,77
FALSE,1,37,3,7,1,0,0,6,0,0.189189189,0.216216216,0,0,0,0,0,9
FALSE,7,2302,330,615,124,20,32,211,102,0.267158992,0.380104257,0,0,0,0,0,1051
FALSE,13,4812,457,1317,217,6,144,711,3,0.273690773,0.411055694,0,0,0,2,0,2345
FALSE,11,1392,146,315,74,7,29,132,2,0.226293103,0.352011494,0,0,0,0,0,600
FALSE,9,1062,135,249,44,9,7,81,7,0.234463277,0.312617702,0,0,0,0,0,392
FALSE,12,4154,561,1157,193,30,119,522,47,0.278526721,0.425373134,0,0,0,0,0,2109
FALSE,8,1112,134,307,54,5,25,121,16,0.276079137,0.401079137,0,0,0,0,0,530
FALSE,7,221,27,58,10,1,3,26,0,0.262443439,0.357466063,0,0,0,0,0,93
FALSE,16,3489,437,878,194,9,88,446,23,0.251648037,0.388076813,0,0,0,0,0,1645
FALSE,12,1706,211,408,87,14,33,191,9,0.23915592,0.364595545,0,0,0,0,0,756
FALSE,17,6092,900,1664,379,10,275,1065,20,0.273145108,0.474064347,5,0,0,0,0,3552
FALSE,3,363,42,75,14,0,10,45,1,0.20661157,0.327823691,0,0,0,0,0,143
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,7,2,2,0,0,0,0,0,0.285714286,0.285714286,0,0,0,0,0,2
FALSE,5,508,65,110,20,7,10,50,35,0.216535433,0.342519685,0,0,0,0,0,211
FALSE,2,73,7,14,1,0,3,8,1,0.191780822,0.328767123,0,0,0,0,0,28
FALSE,3,164,26,36,6,3,5,11,9,0.219512195,0.384146341,0,0,0,0,0,77
FALSE,2,93,8,14,1,0,4,7,0,0.150537634,0.290322581,0,0,0,0,0,32
FALSE,4,305,31,68,15,1,5,32,1,0.22295082,0.327868852,0,0,0,0,0,121
FALSE,13,5422,794,1503,283,19,171,754,93,0.277203984,0.431021763,2,0,0,0,0,2810
FALSE,1,8,3,1,0,0,0,0,0,0.125,0.125,0,0,0,0,0,1
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,5,386,54,93,21,2,18,45,5,0.240932642,0.445595855,0,0,0,0,0,213
FALSE,9,2827,347,793,110,18,19,229,30,0.280509374,0.352316944,0,0,0,0,0,1143
FALSE,3,68,7,16,3,0,2,6,1,0.235294118,0.367647059,0,0,0,0,0,30
FALSE,4,257,29,58,11,3,11,37,0,0.225680934,0.420233463,0,0,0,0,0,133
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,15,6962,1081,1959,432,30,331,1078,104,0.28138466,0.494685435,2,0,0,3,0,4237
FALSE,3,40,3,10,4,0,1,3,1,0.25,0.425,0,0,0,0,0,22
FALSE,11,4337,600,1145,219,31,90,439,124,0.264007378,0.391053724,1,0,0,0,0,2036
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,15,3,1,1,0,0,0,0,6.67E-02,0.133333333,0,0,0,0,0,3
FALSE,19,5204,770,1366,294,13,265,899,30,0.262490392,0.476748655,0,0,0,0,0,3053
FALSE,10,3402,434,1012,215,17,48,371,13,0.297472075,0.412992357,3,0,0,0,0,1685
FALSE,6,151,16,25,4,1,3,15,0,0.165562914,0.264900662,0,0,0,0,0,48
FALSE,4,67,3,9,2,1,0,7,0,0.134328358,0.194029851,0,0,0,0,0,16
FALSE,6,972,100,231,46,4,10,80,6,0.237654321,0.324074074,0,0,0,0,0,375
FALSE,8,1250,141,315,67,12,12,110,20,0.252,0.3536,0,0,0,0,0,533
FALSE,16,8142,1200,2327,436,29,140,923,294,0.285802014,0.398059445,5,0,0,2,0,3846
FALSE,15,5099,664,1307,306,14,193,757,25,0.25632477,0.435379486,3,0,0,1,0,2733
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,5,663,89,160,31,14,8,72,31,0.2413273,0.366515837,0,0,0,0,0,296
FALSE,5,700,65,130,18,0,18,64,5,0.185714286,0.288571429,0,0,0,0,0,238
FALSE,6,844,146,218,35,1,0,58,40,0.258293839,0.302132701,0,0,0,0,0,291
FALSE,3,269,21,60,8,0,1,22,2,0.223048327,0.26394052,0,0,0,0,0,80
FALSE,1,172,20,35,7,1,5,22,0,0.203488372,0.343023256,0,0,0,0,0,72
FALSE,2,55,1,9,1,0,0,6,0,0.163636364,0.181818182,0,0,0,0,0,11
FALSE,7,2873,388,759,163,26,67,332,45,0.26418378,0.40898016,0,0,0,0,0,1431
FALSE,7,337,34,76,20,5,1,27,5,0.225519288,0.323442136,0,0,0,0,0,135
FALSE,4,605,76,139,27,9,3,54,17,0.229752066,0.319008264,0,0,0,0,0,232
FALSE,3,127,15,20,4,0,3,11,0,0.157480315,0.25984252,0,0,0,0,0,40
FALSE,1,24,2,3,1,0,0,1,1,0.125,0.166666667,0,0,0,0,0,5
FALSE,3,108,12,26,10,0,1,6,0,0.240740741,0.361111111,0,0,0,0,0,50
FALSE,6,808,100,229,36,17,6,77,19,0.283415842,0.392326733,0,0,0,0,0,376
FALSE,5,193,27,34,4,3,2,18,4,0.176165803,0.259067358,0,0,0,0,0,59
FALSE,7,2184,291,591,123,9,52,295,27,0.270604396,0.406593407,0,0,0,0,0,1072
FALSE,3,336,23,79,19,0,4,38,2,0.235119048,0.327380952,0,0,0,0,0,133
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,37,2,6,0,0,0,1,0,0.162162162,0.162162162,0,0,0,0,0,6
FALSE,3,65,11,19,0,0,0,5,7,0.292307692,0.292307692,0,0,0,0,0,19
FALSE,4,489,55,116,28,2,20,73,0,0.237218814,0.425357873,0,0,0,0,0,258
FALSE,2,116,8,24,3,1,2,9,6,0.206896552,0.301724138,0,0,0,0,0,41
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,61,5,12,3,0,0,4,0,0.196721311,0.245901639,0,0,0,0,0,18
FALSE,4,41,6,8,2,0,0,2,2,0.195121951,0.243902439,0,0,0,0,0,12
FALSE,10,1016,159,284,54,15,8,111,34,0.279527559,0.385826772,0,0,0,0,0,469
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,7,1175,178,309,30,7,1,96,81,0.262978723,0.302978723,0,0,0,0,0,394
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,10,1778,162,452,109,3,39,220,1,0.254218223,0.384701912,0,0,0,0,0,835
FALSE,9,1408,173,348,47,19,12,110,49,0.247159091,0.333096591,0,0,0,0,0,547
FALSE,6,591,44,142,24,3,17,67,1,0.240270728,0.377326565,0,0,0,0,0,267
FALSE,1,89,9,25,4,0,0,7,0,0.280898876,0.325842697,0,0,0,0,0,33
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,3,43,3,7,1,0,1,3,1,0.162790698,0.255813953,0,0,0,0,0,13
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,12,3605,541,976,202,17,125,481,88,0.27073509,0.440221914,1,0,0,0,0,1931
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,71,3,17,6,1,0,2,2,0.23943662,0.352112676,0,0,0,0,0,32
FALSE,4,326,34,68,18,4,10,43,4,0.208588957,0.380368098,0,0,0,0,0,156
FALSE,14,3408,360,828,140,39,35,286,47,0.242957746,0.337734742,0,0,0,0,0,1365
FALSE,15,7562,985,2055,459,32,123,854,216,0.271753504,0.389711716,0,0,0,2,0,3561
FALSE,4,100,10,20,4,0,1,10,1,0.2,0.27,0,0,0,0,0,32
FALSE,17,6839,1064,1700,383,59,278,968,297,0.248574353,0.44377833,1,0,0,3,0,3755
FALSE,13,1426,155,338,66,0,67,217,2,0.237026648,0.424263675,0,0,0,0,0,738
FALSE,14,5173,944,1437,273,48,242,795,87,0.277788517,0.489464527,1,0,0,0,0,3095
FALSE,10,2107,311,510,96,2,105,323,6,0.242050308,0.439012814,0,0,0,0,0,1128
FALSE,1,59,6,15,3,1,1,6,1,0.254237288,0.389830508,0,0,0,0,0,28
FALSE,16,4741,647,1208,218,40,42,390,103,0.254798566,0.344231175,0,0,0,0,0,1932
FALSE,1,18,0,1,0,0,0,2,0,5.56E-02,5.56E-02,0,0,0,0,0,1
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,62,3,14,3,0,2,8,1,0.225806452,0.370967742,0,0,0,0,0,28
FALSE,5,452,47,99,31,3,7,51,4,0.219026549,0.347345133,0,0,0,0,0,198
FALSE,3,552,70,142,27,5,7,43,12,0.257246377,0.362318841,0,0,0,0,0,239
FALSE,2,5,2,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,3
FALSE,4,527,58,121,31,1,20,66,3,0.229601518,0.406072106,0,0,0,0,0,266
FALSE,6,288,48,58,13,3,5,28,2,0.201388889,0.319444444,0,0,0,0,0,113
FALSE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,4,140,21,25,4,1,3,11,1,0.178571429,0.285714286,0,0,0,0,0,48
FALSE,2,96,9,26,3,0,3,12,0,0.270833333,0.395833333,0,0,0,0,0,44
FALSE,1,60,5,11,6,0,0,2,0,0.183333333,0.283333333,0,0,0,0,0,23
FALSE,17,3956,504,1044,193,34,41,394,139,0.263902932,0.360970677,0,0,0,0,0,1696
FALSE,2,211,25,57,18,0,6,23,0,0.27014218,0.440758294,0,0,0,0,0,117
FALSE,3,143,18,29,9,0,0,12,12,0.202797203,0.265734266,0,0,0,0,0,47
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,4,323,41,61,14,3,2,14,9,0.188854489,0.269349845,0,0,0,0,0,106
FALSE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,6,810,99,197,52,7,20,95,8,0.243209877,0.398765432,0,0,0,0,0,402
FALSE,7,1664,187,463,68,12,12,143,20,0.278245192,0.355168269,0,0,0,0,0,683
FALSE,3,48,7,8,1,0,0,4,0,0.166666667,0.1875,0,0,0,0,0,10
FALSE,1,94,14,21,6,1,1,6,6,0.223404255,0.340425532,0,0,0,0,0,40
FALSE,3,272,24,53,7,0,4,22,0,0.194852941,0.264705882,0,0,0,0,0,83
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,102,14,28,5,2,2,17,0,0.274509804,0.421568627,0,0,0,0,0,52
FALSE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,140,10,29,10,0,3,15,0,0.207142857,0.342857143,0,0,0,0,0,61
FALSE,5,1929,264,498,111,13,42,195,29,0.258164852,0.394504925,1,0,0,0,0,927
FALSE,5,240,23,55,11,2,6,29,4,0.229166667,0.366666667,0,0,0,0,0,107
FALSE,6,1585,235,425,83,10,35,176,48,0.268138801,0.399369085,0,0,0,0,0,761
FALSE,5,937,84,226,48,4,23,127,1,0.241195304,0.374599787,0,0,0,0,0,426
FALSE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,4,276,31,56,12,1,15,34,1,0.202898551,0.416666667,0,0,0,0,0,143
FALSE,2,9,1,1,0,0,0,0,1,0.111111111,0.111111111,0,0,0,0,0,1
FALSE,14,5473,682,1488,288,42,80,571,179,0.271880139,0.383701809,0,0,0,0,0,2510
FALSE,4,411,45,91,19,1,15,46,1,0.221411192,0.381995134,0,0,0,0,0,192
FALSE,10,2698,430,723,173,5,95,398,29,0.267976279,0.441438102,0,0,0,0,0,1464
FALSE,17,7599,1204,1933,383,36,434,1289,152,0.254375576,0.485590209,5,0,0,10,0,4543
FALSE,1,17,0,1,0,0,0,0,0,5.88E-02,5.88E-02,0,0,0,0,0,1
FALSE,11,4825,648,1319,256,66,93,542,85,0.273367876,0.411606218,2,0,0,4,0,2401
FALSE,13,6104,806,1699,360,24,242,904,37,0.278342071,0.464121887,0,0,0,0,0,3459
FALSE,3,317,32,69,12,0,8,33,4,0.217665615,0.331230284,0,0,0,0,0,125
FALSE,2,13,2,3,1,0,1,1,0,0.230769231,0.538461538,0,0,0,0,0,9
FALSE,5,267,22,65,5,0,3,20,6,0.243445693,0.29588015,0,0,0,0,0,87
FALSE,8,2012,248,517,104,9,65,250,22,0.25695825,0.414512922,0,0,0,0,0,1012
FALSE,8,3246,446,911,138,18,17,257,121,0.280653112,0.349969193,0,0,0,0,0,1309
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,12,4890,565,1294,243,34,61,426,43,0.264621677,0.365644172,1,0,0,0,0,2126
FALSE,2,41,3,6,2,0,2,5,0,0.146341463,0.341463415,0,0,0,0,0,18
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,99,7,12,2,0,2,5,2,0.121212121,0.202020202,0,0,0,0,0,24
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,5,1,1,0,0,1,1,0,0.2,0.8,0,0,0,0,0,5
FALSE,2,288,28,62,16,1,5,26,7,0.215277778,0.329861111,0,0,0,0,0,117
FALSE,3,399,54,106,17,4,2,29,2,0.26566416,0.343358396,0,0,0,0,0,160
FALSE,5,97,14,16,4,0,3,11,5,0.164948454,0.298969072,0,0,0,0,0,36
FALSE,17,7398,1211,2077,517,43,316,1287,118,0.280751554,0.490402812,6,0,0,8,0,4504
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,10,1,2,0,0,0,1,0,0.2,0.2,0,0,0,0,0,2
FALSE,2,15,1,1,0,0,0,2,0,6.67E-02,6.67E-02,0,0,0,0,0,1
FALSE,13,3165,284,781,167,9,67,387,4,0.246761453,0.368720379,0,0,0,0,0,1410
FALSE,4,63,3,10,1,0,3,8,1,0.158730159,0.317460317,0,0,0,0,0,24
FALSE,7,794,104,208,41,6,15,96,23,0.261964736,0.385390428,0,0,0,0,0,368
FALSE,14,7983,1125,2273,469,19,358,1363,125,0.284730051,0.482775899,3,0,0,0,0,4700
FALSE,1,12,1,3,0,0,0,0,0,0.25,0.25,0,0,0,0,0,3
FALSE,4,967,106,230,53,2,31,120,3,0.237849018,0.392967942,0,0,0,0,0,466
FALSE,3,535,66,139,26,1,21,56,4,0.259813084,0.429906542,0,0,0,0,0,278
FALSE,2,77,8,14,1,1,1,10,1,0.181818182,0.25974026,0,0,0,0,0,23
FALSE,4,493,49,108,26,0,14,49,7,0.219066937,0.356997972,0,0,0,0,0,216
FALSE,10,4442,656,1253,249,12,175,760,13,0.282080144,0.461728951,2,0,0,0,0,2487
FALSE,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,4,336,46,64,13,0,3,20,21,0.19047619,0.255952381,0,0,0,0,0,102
FALSE,5,385,40,93,17,0,16,53,3,0.241558442,0.41038961,0,0,0,0,0,191
FALSE,6,444,53,102,18,2,2,27,6,0.22972973,0.292792793,0,0,0,0,0,152
FALSE,2,233,14,50,5,0,0,20,2,0.214592275,0.236051502,0,0,0,0,0,60
FALSE,3,469,48,103,22,6,2,29,15,0.219616205,0.304904051,0,0,0,0,0,173
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,10,4,3,1,0,1,2,0,0.3,0.7,0,0,0,0,0,9
FALSE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,14,7918,1137,2375,441,60,185,1030,90,0.299949482,0.440894165,6,0,0,1,0,4177
FALSE,10,3749,653,1053,254,18,150,618,26,0.2808749,0.47826087,0,0,0,1,0,2215
FALSE,11,752,111,160,47,2,30,105,6,0.212765957,0.400265957,0,0,0,0,0,380
FALSE,2,13,0,2,0,0,0,0,0,0.153846154,0.153846154,0,0,0,0,0,2
FALSE,6,993,132,244,45,13,17,99,21,0.24572004,0.36858006,0,0,0,0,0,441
FALSE,14,7525,1075,2217,255,94,18,517,614,0.29461794,0.360664452,0,0,0,0,0,3081
FALSE,16,7214,1009,2142,348,32,104,723,81,0.29692265,0.397283061,1,0,0,3,0,3350
FALSE,1,26,0,2,0,0,0,2,0,7.69E-02,7.69E-02,0,0,0,0,0,2
FALSE,2,45,10,9,1,0,1,1,5,0.2,0.288888889,0,0,0,0,0,15
FALSE,3,8,0,1,1,0,0,0,0,0.125,0.25,0,0,0,0,0,3
FALSE,4,172,12,31,4,0,2,19,0,0.180232558,0.238372093,0,0,0,0,0,47
FALSE,4,180,19,37,3,1,2,20,0,0.205555556,0.266666667,0,0,0,0,0,54
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,8,689,94,177,24,8,3,46,19,0.256894049,0.328011611,0,0,0,0,0,261
FALSE,2,49,4,8,3,0,2,8,0,0.163265306,0.346938776,0,0,0,0,0,22
FALSE,7,764,102,191,42,5,20,83,14,0.25,0.396596859,0,0,0,0,0,370
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,5,282,28,58,15,1,9,29,2,0.205673759,0.361702128,0,0,0,0,0,127
FALSE,2,15,2,6,2,0,0,2,0,0.4,0.533333333,0,0,0,0,0,10
FALSE,11,539,43,104,28,0,11,67,1,0.192949907,0.306122449,0,0,0,0,0,204
FALSE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,11,1250,177,283,58,12,33,125,11,0.2264,0.3712,0,0,0,0,0,567
FALSE,3,173,15,36,8,1,6,16,3,0.208092486,0.369942197,0,0,0,0,0,79
FALSE,2,15,1,2,0,0,0,0,0,0.133333333,0.133333333,0,0,0,0,0,2
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,31,3,7,2,0,0,2,0,0.225806452,0.290322581,0,0,0,0,0,11
FALSE,9,2810,370,725,181,20,135,436,17,0.258007117,0.480782918,0,0,0,0,0,1687
FALSE,10,2087,227,467,98,1,77,298,0,0.223766172,0.382367034,0,0,0,0,0,974
FALSE,1,9,0,1,0,0,0,0,0,0.111111111,0.111111111,0,0,0,0,0,1
FALSE,2,23,0,4,1,0,0,2,0,0.173913043,0.217391304,0,0,0,0,0,6
FALSE,3,251,28,63,17,0,2,17,4,0.250996016,0.342629482,0,0,0,0,0,105
FALSE,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,4,570,67,145,19,4,1,54,3,0.254385965,0.307017544,0,0,0,0,0,199
FALSE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,12,1,2,0,0,1,3,0,0.166666667,0.416666667,0,0,0,0,0,6
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,5,73,2,17,1,0,0,4,0,0.232876712,0.246575342,0,0,0,0,0,19
FALSE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,15,6642,930,1794,379,34,270,958,109,0.270099368,0.459349593,3,0,0,3,0,3734
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,11,1109,149,253,45,16,31,115,55,0.228133454,0.381424707,0,0,0,0,0,515
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,30,4,8,0,0,0,2,2,0.266666667,0.266666667,0,0,0,0,0,8
FALSE,13,2875,306,737,162,12,56,339,19,0.256347826,0.379478261,0,0,0,0,0,1321
FALSE,9,2706,317,741,172,9,86,358,11,0.27383592,0.439393939,0,0,0,0,0,1456
FALSE,3,80,5,15,2,1,1,3,4,0.1875,0.275,0,0,0,0,0,26
FALSE,16,8434,1230,2407,468,23,307,1302,85,0.285392459,0.455537112,6,1,0,0,0,4640
FALSE,4,208,28,45,10,0,6,15,1,0.216346154,0.350961538,0,0,0,0,0,89
FALSE,17,7962,1401,2519,592,37,369,1406,37,0.316377795,0.539060538,5,0,0,3,0,5290
FALSE,2,52,1,2,0,0,1,2,0,3.85E-02,9.62E-02,0,0,0,0,0,6
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,8,1694,208,434,99,7,33,167,5,0.256198347,0.381345927,0,0,0,0,0,785
FALSE,12,3797,549,947,240,18,137,522,61,0.249407427,0.430339742,0,0,0,0,0,2029
FALSE,13,5014,563,1166,228,38,152,648,45,0.232548863,0.384124452,1,0,0,0,0,2344
FALSE,13,4350,441,1103,177,34,17,312,110,0.253563218,0.321609195,1,0,0,1,0,1627
FALSE,1,6,1,1,1,0,0,0,0,0.166666667,0.333333333,0,0,0,0,0,3
FALSE,10,3071,322,799,157,7,71,388,14,0.260175838,0.385216542,0,0,0,0,0,1418
FALSE,9,2882,324,814,139,10,45,295,12,0.282442748,0.384455239,0,0,0,0,0,1302
FALSE,12,3606,522,914,187,13,121,494,33,0.253466445,0.413200222,0,0,0,0,0,1811
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,7,885,117,200,42,0,43,144,2,0.225988701,0.41920904,0,0,0,0,0,456
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,5,675,86,151,30,4,17,61,28,0.223703704,0.355555556,0,0,0,0,0,291
FALSE,1,101,9,24,4,0,4,17,0,0.237623762,0.396039604,0,0,0,0,0,48
FALSE,12,4058,619,1107,250,13,213,731,11,0.27279448,0.498275012,0,0,0,0,0,2498
FALSE,5,95,14,20,3,0,1,7,10,0.210526316,0.273684211,0,0,0,0,0,30
FALSE,4,88,9,19,4,0,2,11,0,0.215909091,0.329545455,0,0,0,0,0,35
FALSE,1,9,0,2,0,0,0,0,0,0.222222222,0.222222222,0,0,0,0,0,2
FALSE,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,40,7,10,1,0,0,2,1,0.25,0.275,0,0,0,0,0,12
FALSE,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,140,10,27,5,1,2,13,0,0.192857143,0.285714286,0,0,0,0,0,48
FALSE,1,8,0,1,0,0,0,0,0,0.125,0.125,0,0,0,0,0,1
FALSE,2,102,9,23,8,0,0,7,0,0.225490196,0.303921569,0,0,0,0,0,39
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,16,2761,274,615,145,11,72,298,6,0.222745382,0.361463238,0,0,0,0,0,1226
FALSE,9,4052,437,1057,218,29,80,457,30,0.260858835,0.388203356,0,0,0,0,0,1900
FALSE,11,2093,264,558,126,8,75,283,9,0.266602962,0.441949355,0,0,0,0,0,1134
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,38,1,4,1,0,0,0,0,0.105263158,0.131578947,0,0,0,0,0,6
FALSE,2,41,5,7,1,1,2,4,0,0.170731707,0.390243902,0,0,0,0,0,20
FALSE,4,177,16,42,3,0,6,21,7,0.237288136,0.355932203,0,0,0,0,0,72
FALSE,12,3671,560,1000,148,27,13,265,74,0.272405339,0.338055026,0,0,0,0,0,1429
FALSE,3,88,11,19,1,3,0,9,2,0.215909091,0.295454545,0,0,0,0,0,30
FALSE,6,1119,118,288,53,11,21,135,7,0.257372654,0.380697051,0,0,0,0,0,511
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,11,1881,212,546,98,14,45,226,33,0.290271132,0.429027113,0,0,0,0,0,964
FALSE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,5,610,57,143,27,1,7,57,4,0.23442623,0.316393443,0,0,0,0,0,228
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,4,818,94,196,41,7,4,68,35,0.239608802,0.321515892,0,0,0,0,0,315
FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,11,2097,204,548,106,9,46,274,14,0.261325703,0.386266094,0,0,0,0,0,971
FALSE,7,721,105,185,35,7,17,66,35,0.256588072,0.395284327,0,0,0,0,0,344
FALSE,10,3093,350,818,191,7,104,413,12,0.264468154,0.431619787,0,0,0,0,0,1637
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,6,887,97,225,51,5,27,127,2,0.253664036,0.413754228,0,0,0,0,0,450
FALSE,9,1696,225,419,76,15,12,157,80,0.247051887,0.330778302,0,0,0,0,0,664
FALSE,1,19,1,4,3,0,0,2,0,0.210526316,0.368421053,0,0,0,0,0,10
FALSE,4,438,70,109,10,2,1,16,66,0.248858447,0.287671233,0,0,0,0,0,139
FALSE,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,13,3149,385,849,140,34,30,266,106,0.2696094,0.364242617,0,0,0,0,0,1351
FALSE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,6,460,57,92,24,3,19,73,7,0.2,0.389130435,0,0,0,0,0,225
FALSE,4,220,32,60,3,1,2,17,12,0.272727273,0.322727273,0,0,0,0,0,77
FALSE,6,1215,164,290,63,21,49,178,14,0.238683128,0.446090535,0,0,0,0,0,675
FALSE,7,1323,159,312,56,8,28,121,59,0.235827664,0.353741497,0,0,0,0,0,560
FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,4,41,6,7,3,0,2,4,1,0.170731707,0.390243902,0,0,0,0,0,21
