InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,B,B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,FALSE,Jeff McKnight,6,404,45,94,2,3,5,34,1,0.232673267326733,0.304455445544554,0,0,0,0,0,140,1994,5665
FALSE,FALSE,Bob Melvin,10,1955,174,456,2,3,35,212,4,0.233248081841432,0.336572890025575,0,0,0,0,0,784,1994,5666
FALSE,FALSE,Lloyd McClendon,8,1204,150,294,2,3,35,154,15,0.244186046511628,0.381229235880399,0,0,0,0,0,551,1994,5668
FALSE,FALSE,Oddibe McDowell,7,2829,458,715,2,3,74,266,169,0.252739483916578,0.39519264757865,0,0,0,0,0,1345,1994,5669
FALSE,FALSE,Greg O'Halloran,1,11,1,2,2,3,0,1,0,0.181818181818182,0.181818181818182,0,0,0,0,0,2,1994,5671
FALSE,FALSE,Junior Noboa,8,493,47,118,2,3,1,33,9,0.239350912778905,0.288032454361055,0,0,0,0,0,160,1994,5672
FALSE,FALSE,Rich Renteria,5,422,42,100,2,3,4,41,2,0.23696682464455,0.322274881516588,0,0,0,0,0,162,1994,5674
FALSE,FALSE,Harold Reynolds,12,4782,640,1233,2,3,21,353,250,0.257841907151819,0.341279799247177,2,0,0,3,0,1936,1994,5675
FALSE,FALSE,Stan Royer,4,164,14,41,2,3,4,21,0,0.25,0.384146341463415,0,0,0,0,0,77,1994,5677
FALSE,TRUE,Steve Sax,14,6940,913,1949,2,3,54,550,444,0.280835734870317,0.357780979827089,5,0,0,0,0,2862,1994,5678
FALSE,FALSE,Junior Ortiz,13,1894,142,484,2,3,5,186,8,0.255543822597677,0.305174234424498,0,0,0,0,0,658,1994,5680
FALSE,FALSE,Erik Pappas,3,289,34,70,2,3,1,35,1,0.242214532871972,0.29757785467128,0,0,0,0,0,100,1994,5681
FALSE,FALSE,Will Pennyfeather,3,46,6,9,2,3,0,2,0,0.195652173913043,0.217391304347826,0,0,0,0,0,11,1994,5683
FALSE,FALSE,Derek Parks,3,115,10,23,2,3,1,10,0,0.2,0.278260869565217,0,0,0,0,0,39,1994,5684
FALSE,FALSE,John Patterson,4,564,74,121,2,3,5,52,22,0.214539007092199,0.287234042553192,0,0,0,0,0,188,1995,5686
FALSE,TRUE,Lance Parrish,19,7067,856,1782,2,3,324,1070,28,0.252157917079383,0.440498089712749,8,0,0,3,0,3769,1995,5687
FALSE,FALSE,Mike Pagliarulo,11,3901,462,942,2,3,134,505,18,0.241476544475775,0.406562419892335,0,0,0,0,0,1944,1995,5689
FALSE,FALSE,Spike Owen,13,4930,587,1211,2,3,46,439,82,0.245638945233266,0.341176470588235,0,0,0,0,0,2002,1995,5690
FALSE,FALSE,Eddie Pye,2,18,2,1,2,3,0,0,0,0.0555555555555556,0.0555555555555556,0,0,0,0,0,1,1995,5692
FALSE,FALSE,Mackey Sasser,9,1189,103,317,2,3,16,156,1,0.266610597140454,0.376787216148024,0,0,0,0,0,540,1995,5695
FALSE,FALSE,Rich Rowland,6,230,22,49,2,3,9,26,0,0.21304347826087,0.365217391304348,0,0,0,0,0,101,1995,5696
FALSE,FALSE,Randy Ready,13,2110,312,547,2,3,40,239,27,0.259241706161137,0.386729857819905,0,0,0,0,0,984,1995,5698
FALSE,FALSE,Tuffy Rhodes,6,590,74,132,2,3,13,44,14,0.223728813559322,0.349152542372881,0,0,0,0,0,251,1995,5699
FALSE,FALSE,Noe Munoz,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1995,5701
FALSE,FALSE,Matt Nokes,11,2735,310,695,2,3,136,422,8,0.254113345521024,0.441316270566728,1,0,0,0,0,1443,1995,5702
FALSE,FALSE,Keith Miller,9,1326,190,347,2,3,12,92,63,0.261689291101056,0.351432880844646,0,0,0,0,0,553,1995,5704
FALSE,FALSE,Matt Merullo,6,496,37,116,2,3,7,59,0,0.233870967741935,0.318548387096774,0,0,0,0,0,184,1995,5705
FALSE,FALSE,Ray McDavid,2,45,4,10,2,3,0,2,2,0.222222222222222,0.244444444444444,0,0,0,0,0,12,1995,5707
FALSE,TRUE,Don Mattingly,14,7003,1007,2153,2,3,222,1099,14,0.307439668713409,0.471369413108668,6,1,0,9,0,3985,1995,5708
FALSE,FALSE,Candy Maldonado,15,4106,498,1042,2,3,146,618,34,0.253774963468095,0.424013638577691,0,0,0,0,0,2131,1995,5710
FALSE,FALSE,Barry Lyons,7,628,53,150,2,3,15,89,0,0.238853503184713,0.35828025477707,0,0,0,0,0,268,1995,5711
FALSE,FALSE,Dan Masteller,1,198,21,47,2,3,3,21,1,0.237373737373737,0.343434343434343,0,0,0,0,0,83,1995,5713
FALSE,FALSE,Tom Marsh,3,252,23,62,2,3,5,34,0,0.246031746031746,0.365079365079365,0,0,0,0,0,108,1995,5714
FALSE,FALSE,Mitch Webster,13,3419,504,900,2,3,70,342,160,0.26323486399532,0.400701959637321,0,0,0,0,0,1645,1995,5717
FALSE,FALSE,Darrell Whitmore,3,330,31,67,2,3,5,21,4,0.203030303030303,0.293939393939394,0,0,0,0,0,115,1995,5719
FALSE,FALSE,Mike Sharperson,8,1203,149,337,2,3,10,123,22,0.280133000831255,0.364089775561097,1,0,0,0,0,514,1995,5720
