InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,B,B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,FALSE,Pinch Thomas,10,1035,88,245,2,3,2,102,12,0.236714975845411,0.284057971014493,0,0,0,0,0,331,1921,1010
FALSE,FALSE,John Sullivan,2,495,64,153,2,3,5,69,6,0.309090909090909,0.428282828282828,0,0,0,0,0,253,1921,1012
FALSE,FALSE,Luke Stuart,1,3,2,1,2,3,1,2,0,0.333333333333333,1.33333333333333,0,0,0,0,0,5,1921,1013
FALSE,FALSE,Dutch Wetzel,2,140,21,34,2,3,2,15,0,0.242857142857143,0.321428571428571,0,0,0,0,0,51,1921,1015
FALSE,FALSE,Hooks Warner,4,219,16,50,2,3,2,19,7,0.228310502283105,0.273972602739726,0,0,0,0,0,65,1921,1016
FALSE,FALSE,Art Wilson,14,2056,237,536,2,3,24,226,50,0.260700389105058,0.363813229571984,0,0,0,0,0,890,1921,1018
FALSE,FALSE,Mike Wilson,1,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1921,1019
FALSE,FALSE,Hob Hiller,2,30,4,5,2,3,0,2,0,0.166666666666667,0.266666666666667,0,0,0,0,0,10,1921,1021
FALSE,FALSE,Tim Hendryx,8,1291,152,356,2,3,6,192,26,0.275755228505035,0.376452362509682,0,0,0,0,0,582,1921,1022
FALSE,FALSE,Billy Gleason,3,118,9,26,2,3,0,8,1,0.220338983050847,0.245762711864407,0,0,0,0,0,31,1921,1024
FALSE,FALSE,George Gilham,2,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1921,1025
FALSE,FALSE,George Foss,1,7,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1921,1027
FALSE,FALSE,Dot Fulghum,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1921,1028
FALSE,FALSE,Herb Hunter,4,49,8,8,2,3,1,4,0,0.163265306122449,0.224489795918367,0,0,0,0,0,12,1921,1030
FALSE,FALSE,Paul Johnson,2,199,23,55,2,3,1,15,1,0.276381909547739,0.341708542713568,0,0,0,0,0,77,1921,1031
FALSE,FALSE,Elmer Leifer,1,10,0,3,2,3,0,1,0,0.3,0.3,0,0,0,0,0,3,1921,1033
FALSE,TRUE,Duffy Lewis,11,5351,612,1518,2,3,38,793,113,0.283685292468697,0.384414128200336,0,0,0,0,0,2452,1921,1034
FALSE,FALSE,Ed Konetchy,15,7649,972,2150,2,3,74,992,255,0.281082494443718,0.402667015296117,0,0,0,0,0,3680,1921,1036
FALSE,FALSE,Wally Kopf,1,3,0,1,2,3,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,1,1921,1037
FALSE,FALSE,Pete Kilduff,5,1384,163,374,2,3,4,159,28,0.270231213872832,0.364161849710983,0,0,0,0,0,598,1921,1039
FALSE,FALSE,Lyman Lamb,2,158,22,43,2,3,1,21,2,0.272151898734177,0.386075949367089,0,0,0,0,0,75,1921,1040
FALSE,FALSE,Lyle Bigbee,2,77,5,14,2,3,1,8,1,0.181818181818182,0.246753246753247,0,0,0,0,0,22,1921,1042
FALSE,TRUE,Ping Bodie,9,3670,393,1011,2,3,43,516,83,0.275476839237057,0.39591280653951,0,0,0,0,0,1737,1921,1043
FALSE,FALSE,Zip Collins,5,916,124,232,2,3,2,63,15,0.253275109170306,0.308951965065502,0,0,0,0,0,316,1921,1045
FALSE,FALSE,Tom Connelly,2,6,0,1,2,3,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,1,1921,1046
FALSE,FALSE,Carter Elliott,1,28,5,7,2,3,0,0,0,0.25,0.321428571428571,0,0,0,0,0,11,1921,1048
FALSE,FALSE,Pickles Dillhoefer,5,600,59,134,2,3,0,48,12,0.223333333333333,0.283333333333333,0,0,0,0,0,196,1921,1049
FALSE,FALSE,Tom Daly,8,540,49,129,2,3,0,55,5,0.238888888888889,0.281481481481481,0,0,0,0,0,172,1921,1051
FALSE,FALSE,Cozy Dolan,7,1187,210,299,2,3,6,111,102,0.251895534962089,0.338668913226622,0,0,0,0,0,472,1922,1052
FALSE,FALSE,Sam Crane,7,495,51,103,2,3,0,30,7,0.208080808080808,0.254545454545455,0,0,0,0,0,147,1922,1054
FALSE,FALSE,Uke Clanton,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1055
FALSE,FALSE,Lloyd Christenbury,4,414,78,113,2,3,4,47,5,0.272946859903382,0.364734299516908,0,0,0,0,0,175,1922,1057
FALSE,FALSE,Herman Bronkie,7,361,40,87,2,3,1,24,3,0.240997229916898,0.315789473684211,0,0,0,0,0,134,1922,1058
FALSE,FALSE,Frank Callaway,2,98,12,25,2,3,0,8,1,0.255102040816327,0.326530612244898,0,0,0,0,0,36,1922,1060
FALSE,FALSE,Joe Berry,2,6,0,2,2,3,0,2,0,0.333333333333333,0.666666666666667,0,0,0,0,0,5,1922,1061
FALSE,FALSE,Walter Barbare,8,1777,173,462,2,3,1,156,37,0.259988745075971,0.314575126617895,0,0,0,0,0,633,1922,1063
FALSE,FALSE,Rabbit Benton,1,19,1,4,2,3,0,3,0,0.210526315789474,0.263157894736842,0,0,0,0,0,6,1922,1064
FALSE,FALSE,Lee King,7,1189,134,294,2,3,15,144,16,0.24726661059714,0.365853658536585,0,0,0,0,0,528,1922,1066
FALSE,FALSE,Roy Leslie,3,556,47,148,2,3,6,55,4,0.266187050359712,0.348920863309353,0,0,0,0,0,226,1922,1067
FALSE,FALSE,Jimmie Long,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1069
FALSE,FALSE,John Jenkins,1,3,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1922,1070
FALSE,FALSE,Doc Johnston,11,3774,478,992,2,3,14,381,139,0.262851086380498,0.350821409644939,0,0,0,0,0,1560,1922,1072
FALSE,FALSE,Ike Kahdot,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1073
FALSE,FALSE,Ollie Fuhrman,1,6,1,2,2,3,0,0,0,0.333333333333333,0.5,0,0,0,0,0,4,1922,1075
FALSE,TRUE,Art Fletcher,13,5541,684,1534,2,3,32,675,160,0.276845334777116,0.36491608012994,0,0,0,0,0,2369,1922,1076
FALSE,FALSE,Walt Golvin,1,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1922,1078
FALSE,FALSE,Del Gainer,10,1608,218,438,2,3,14,185,54,0.272388059701493,0.389925373134328,0,0,0,0,0,752,1922,1079
FALSE,FALSE,Jack Graney,14,4705,706,1178,2,3,18,420,148,0.250371944739639,0.341976620616366,0,0,0,0,0,1925,1922,1081
FALSE,FALSE,Jack Hammond,2,99,13,22,2,3,0,4,0,0.222222222222222,0.262626262626263,0,0,0,0,0,29,1922,1082
FALSE,FALSE,Frank Withrow,2,153,11,31,2,3,0,15,0,0.202614379084967,0.254901960784314,0,0,0,0,0,46,1922,1084
FALSE,TRUE,Smoky Joe Wood,14,1952,266,553,2,3,23,325,23,0.283299180327869,0.410860655737705,0,0,0,0,0,974,1922,1085
FALSE,FALSE,Yam Yaryan,2,173,20,45,2,3,2,24,1,0.260115606936416,0.375722543352601,0,0,0,0,0,79,1922,1087
FALSE,FALSE,Chuck Ward,6,769,52,175,2,3,0,72,7,0.227568270481144,0.269180754226268,0,0,0,0,0,233,1922,1088
FALSE,FALSE,Augie Swentor,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1090
FALSE,FALSE,Zeb Terry,7,2327,254,605,2,3,2,216,32,0.259991405242802,0.321873657069188,0,0,0,0,0,865,1922,1091
FALSE,FALSE,Ray Schmandt,6,1054,122,284,2,3,3,122,11,0.269449715370019,0.336812144212524,0,0,0,0,0,407,1922,1093
FALSE,FALSE,Ginger Shinault,2,44,6,13,2,3,0,4,1,0.295454545454545,0.340909090909091,0,0,0,0,0,17,1922,1094
FALSE,FALSE,Earl Smith,7,1580,176,429,2,3,9,187,36,0.271518987341772,0.374683544303797,0,0,0,0,0,705,1922,1096
FALSE,FALSE,Chick Sorrells,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1097
FALSE,FALSE,Fred Nicholson,5,794,112,247,2,3,12,107,21,0.311083123425693,0.452141057934509,0,0,0,0,0,426,1922,1099
FALSE,TRUE,Clyde Milan,16,7359,1004,2100,2,3,17,617,495,0.285364859355891,0.35344476151651,0,0,0,0,0,2963,1922,1100
FALSE,FALSE,John Mohardt,1,1,2,1,2,3,0,0,0,1,1,0,0,0,0,0,1,1922,1102
FALSE,FALSE,Otto Miller,13,2836,229,695,2,3,5,231,40,0.245063469675599,0.307827926657264,0,0,0,0,0,1008,1922,1103
FALSE,FALSE,Frank McCue,1,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1105
FALSE,FALSE,Chick Maynard,1,24,1,3,2,3,0,0,0,0.125,0.125,0,0,0,0,0,3,1922,1106
FALSE,FALSE,Tom McNamara,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1108
FALSE,FALSE,Austin McHenry,5,1959,262,592,2,3,34,286,35,0.302194997447677,0.447677386421644,0,0,0,0,0,1055,1922,1109
FALSE,FALSE,George Maisel,4,500,67,141,2,3,0,50,18,0.282,0.314,0,0,0,0,0,170,1922,1111
FALSE,FALSE,Waddy MacPhee,1,7,2,2,2,3,0,0,0,0.285714285714286,0.571428571428571,0,0,0,0,0,5,1922,1112
FALSE,FALSE,Walt Lynch,1,2,1,1,2,3,0,0,0,0.5,0.5,0,0,0,0,0,1,1922,1114
FALSE,FALSE,Elmer Pence,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1922,1115
FALSE,FALSE,Lenny Metz,3,58,6,10,2,3,0,4,0,0.172413793103448,0.172413793103448,0,0,0,0,0,10,1925,1258
FALSE,FALSE,Benny Meyer,4,1041,146,276,2,3,7,84,46,0.265129682997118,0.345821325648415,0,0,0,0,0,413,1925,1259
FALSE,FALSE,Heinie Odom,1,1,0,1,2,3,0,0,0,1,1,0,0,0,0,0,1,1925,1261
FALSE,FALSE,Hi Myers,14,4910,555,1380,2,3,32,559,107,0.281059063136456,0.377800407331976,0,0,0,0,0,2166,1925,1262
FALSE,FALSE,Red Smith,1,14,1,4,2,3,0,1,0,0.285714285714286,0.285714285714286,0,0,0,0,0,4,1925,1264
FALSE,FALSE,Ed Sperber,2,61,8,17,2,3,1,12,3,0.278688524590164,0.360655737704918,0,0,0,0,0,25,1925,1265
FALSE,FALSE,Gale Staley,1,26,2,11,2,3,0,3,0,0.423076923076923,0.5,0,0,0,0,0,15,1925,1267
FALSE,FALSE,Howie Shanks,14,5699,604,1440,2,3,25,620,185,0.252675908054045,0.33655027197754,0,0,0,0,0,2250,1925,1268
FALSE,FALSE,Ralph Shinners,3,399,60,110,2,3,7,51,11,0.275689223057644,0.383458646616541,0,0,0,0,0,178,1925,1270
FALSE,FALSE,Walter Schmidt,10,2411,216,619,2,3,3,234,57,0.256739941932808,0.303193695562007,0,0,0,0,0,817,1925,1271
FALSE,TRUE,Bobby Veach,14,6656,953,2063,2,3,64,1166,195,0.309945913461538,0.442007211538462,0,0,0,0,0,3546,1925,1273
FALSE,FALSE,Tex Vache,1,252,41,79,2,3,3,48,2,0.313492063492063,0.464285714285714,0,0,0,0,0,142,1925,1274
FALSE,FALSE,Chink Taylor,1,6,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1925,1276
FALSE,FALSE,Leo Tankersley,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1925,1277
FALSE,FALSE,Frank Walker,5,407,38,87,2,3,3,41,5,0.213759213759214,0.2997542997543,0,0,0,0,0,146,1925,1279
FALSE,FALSE,Roxy Walters,11,1426,119,317,2,3,0,116,13,0.222300140252454,0.259467040673212,0,0,0,0,0,417,1925,1280
FALSE,FALSE,Butch Weis,4,341,39,92,2,3,2,50,6,0.269794721407625,0.351906158357771,0,0,0,0,0,140,1925,1282
FALSE,FALSE,Andy Harrington,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1925,1283
FALSE,FALSE,Tommy Griffith,13,4947,589,1383,2,3,52,619,70,0.279563371740449,0.382251869820093,0,0,0,0,0,2223,1925,1285
FALSE,FALSE,Denver Grigsby,3,620,86,179,2,3,3,73,12,0.288709677419355,0.361290322580645,0,0,0,0,0,259,1925,1286
FALSE,FALSE,Max Flack,12,5252,783,1461,2,3,35,391,200,0.278179741051028,0.365955826351866,0,0,0,0,0,2241,1925,1288
FALSE,FALSE,Homer Ezzell,3,742,106,196,2,3,0,61,25,0.264150943396226,0.31266846361186,0,0,0,0,0,260,1925,1289
FALSE,FALSE,Bob Jones,9,2990,399,791,2,3,7,316,49,0.264548494983278,0.337123745819398,0,0,0,0,0,1173,1925,1291
FALSE,FALSE,John Kane,1,56,6,10,2,3,0,3,0,0.178571428571429,0.196428571428571,0,0,0,0,0,12,1925,1292
FALSE,FALSE,Walter Holke,11,4456,464,1278,2,3,24,487,81,0.286804308797127,0.363330341113106,0,0,0,0,0,1854,1925,1294
FALSE,FALSE,Red Holt,1,88,13,24,2,3,1,8,0,0.272727272727273,0.386363636363636,0,0,0,0,0,42,1925,1295
FALSE,FALSE,Roy Hutson,1,8,1,4,2,3,0,1,0,0.5,0.5,0,0,0,0,0,4,1925,1297
FALSE,FALSE,Carl Husta,1,22,2,3,2,3,0,2,0,0.136363636363636,0.136363636363636,0,0,0,0,0,3,1925,1298
FALSE,FALSE,Joe Lucey,2,18,0,2,2,3,0,0,0,0.111111111111111,0.111111111111111,0,0,0,0,0,2,1925,1300
FALSE,FALSE,Dick Loftus,2,212,34,53,2,3,0,21,3,0.25,0.306603773584906,0,0,0,0,0,77,1925,1301
FALSE,FALSE,Joe Klugmann,4,187,22,47,2,3,0,17,3,0.251336898395722,0.342245989304813,0,0,0,0,0,78,1925,1303
FALSE,FALSE,Ollie Klee,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1925,1304
FALSE,FALSE,Mel Kerr,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1925,1306
FALSE,FALSE,Ernie Krueger,8,836,87,220,2,3,11,93,12,0.263157894736842,0.375598086124402,0,0,0,0,0,372,1925,1307
FALSE,FALSE,Bill Bagwell,2,143,12,42,2,3,2,20,0,0.293706293706294,0.41958041958042,0,0,0,0,0,71,1925,1309
FALSE,FALSE,Gene Bedford,1,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1925,1310
FALSE,TRUE,George Burns,15,7241,1188,2077,2,3,41,611,383,0.286838834415136,0.383648667311145,0,0,0,0,0,3289,1925,1312
FALSE,FALSE,Ike Caveney,4,1577,173,410,2,3,13,196,15,0.25998731769182,0.353836398224477,0,0,0,0,0,656,1925,1313
FALSE,FALSE,Bud Connolly,1,107,12,28,2,3,0,21,0,0.261682242990654,0.345794392523364,0,0,0,0,0,45,1925,1315
FALSE,TRUE,Shano Collins,16,6390,747,1687,2,3,22,709,225,0.264006259780908,0.364475743348983,0,0,0,0,0,2794,1925,1316
FALSE,FALSE,Astyanax Douglass,2,24,2,4,2,3,0,1,0,0.166666666666667,0.166666666666667,0,0,0,0,0,4,1925,1318
FALSE,TRUE,Jewel Ens,4,186,25,54,2,3,1,24,5,0.290322580645161,0.39247311827957,0,0,0,0,0,86,1925,1319
FALSE,FALSE,Roy Elsh,3,404,55,106,2,3,0,39,24,0.262376237623762,0.319306930693069,0,0,0,0,0,149,1925,1321
FALSE,FALSE,Ike Davis,3,609,110,143,2,3,0,65,19,0.234811165845649,0.320197044334975,0,0,0,0,0,237,1925,1322
FALSE,FALSE,Chick Davies,4,202,24,39,2,3,0,17,3,0.193069306930693,0.272277227722772,0,0,0,0,0,67,1926,1324
FALSE,FALSE,Frank Emmer,2,313,30,57,2,3,0,20,2,0.182108626198083,0.258785942492013,0,0,0,0,0,98,1926,1325
FALSE,FALSE,Snooks Dowd,2,26,4,3,2,3,0,6,2,0.115384615384615,0.115384615384615,0,0,0,0,0,3,1926,1327
FALSE,FALSE,Lee Dunham,1,4,0,1,2,3,0,1,0,0.25,0.25,0,0,0,0,0,1,1926,1328
FALSE,FALSE,Joe Connell,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1926,1330
FALSE,FALSE,Dick Cox,2,832,121,261,2,3,8,109,10,0.313701923076923,0.424278846153846,0,0,0,0,0,415,1926,1331
FALSE,FALSE,Pete Cote,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1926,1333
FALSE,FALSE,Blackie Carter,2,21,4,4,2,3,1,1,0,0.19047619047619,0.380952380952381,0,0,0,0,0,10,1926,1334
FALSE,FALSE,Roy Carlyle,2,494,61,157,2,3,9,76,1,0.317813765182186,0.459514170040486,0,0,0,0,0,273,1926,1336
FALSE,FALSE,Moose Clabaugh,1,14,2,1,2,3,0,1,0,0.0714285714285714,0.142857142857143,0,0,0,0,0,3,1926,1337
FALSE,FALSE,Joe Buskey,1,8,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1926,1339
FALSE,FALSE,Mandy Brooks,2,397,62,107,2,3,15,78,10,0.269521410579345,0.483627204030227,0,0,0,0,0,240,1926,1340
FALSE,FALSE,John Bischoff,2,271,20,71,2,3,1,35,2,0.261992619926199,0.3690036900369,0,0,0,0,0,124,1926,1342
FALSE,TRUE,Carson Bigbee,11,4192,629,1205,2,3,17,324,182,0.287452290076336,0.368559160305344,0,0,0,0,0,1776,1926,1343
FALSE,FALSE,Honey Barnes,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1926,1345
FALSE,FALSE,Bobby LaMotte,5,693,99,175,2,3,3,85,11,0.252525252525253,0.340548340548341,0,0,0,0,0,282,1926,1346
FALSE,FALSE,Wally Kimmick,6,345,39,90,2,3,1,31,4,0.260869565217391,0.32463768115942,0,0,0,0,0,127,1926,1348
FALSE,FALSE,Ray Knode,4,207,32,55,2,3,2,23,6,0.265700483091787,0.338164251207729,0,0,0,0,0,80,1926,1349
FALSE,FALSE,Dud Lee,5,732,80,163,2,3,0,60,12,0.222677595628415,0.274590163934426,0,0,0,0,0,230,1926,1351
FALSE,FALSE,Clarence Huber,4,854,95,225,2,3,6,93,12,0.263466042154567,0.370023419203747,0,0,0,0,0,382,1926,1352
FALSE,FALSE,Chick Keating,4,45,4,4,2,3,0,0,1,0.0888888888888889,0.155555555555556,0,0,0,0,0,9,1926,1354
FALSE,FALSE,Jimmy Johnston,13,5070,754,1493,2,3,22,410,169,0.294477317554241,0.373570019723866,0,0,0,0,0,2176,1926,1355
FALSE,FALSE,Boob Fowler,4,175,30,57,2,3,1,18,3,0.325714285714286,0.405714285714286,0,0,0,0,0,81,1926,1357
FALSE,FALSE,Paul Florence,1,188,19,43,2,3,2,14,2,0.228723404255319,0.313829787234043,0,0,0,0,0,68,1926,1358
FALSE,FALSE,Ray Grimes,6,1537,269,505,2,3,27,263,21,0.328562134027326,0.479505530253741,0,0,0,0,0,890,1926,1360
FALSE,FALSE,Joe Graves,1,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1926,1361
FALSE,FALSE,Mike Herrera,2,276,22,76,2,3,0,27,1,0.27536231884058,0.333333333333333,0,0,0,0,0,107,1926,1363
FALSE,FALSE,Lew Wendell,5,100,3,18,2,3,0,10,0,0.18,0.22,0,0,0,0,0,25,1926,1364
FALSE,FALSE,Bill Warwick,3,56,8,17,2,3,1,8,0,0.303571428571429,0.446428571428571,0,0,0,0,0,29,1926,1366
FALSE,TRUE,Whitey Witt,10,4171,632,1195,2,3,18,302,78,0.286502037880604,0.363701750179813,0,0,0,0,0,1741,1926,1367
FALSE,FALSE,George Stutz,1,9,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1926,1369
FALSE,FALSE,Milt Stock,14,6249,839,1806,2,3,22,696,155,0.28900624099856,0.361337814050248,0,0,0,0,0,2608,1926,1370
FALSE,FALSE,Eddie Taylor,1,272,37,73,2,3,0,33,4,0.268382352941176,0.3125,0,0,0,0,0,95,1926,1372
FALSE,FALSE,Ernie Vick,4,112,12,26,2,3,0,7,0,0.232142857142857,0.3125,0,0,0,0,0,43,1926,1373
FALSE,TRUE,Everett Scott,13,5837,552,1455,2,3,20,551,69,0.249271886242933,0.315059105704985,0,0,0,0,0,2125,1926,1375
FALSE,TRUE,Hank Severeid,15,4312,408,1245,2,3,17,539,35,0.288729128014842,0.36734693877551,0,0,0,0,0,1847,1926,1376
FALSE,FALSE,Oscar Siemer,2,119,8,29,2,3,1,11,0,0.243697478991597,0.294117647058824,0,0,0,0,0,38,1926,1378
FALSE,FALSE,Mike Smith,1,7,0,1,2,3,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0,1,1926,1379
FALSE,FALSE,Scottie Slayback,1,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1926,1381
FALSE,FALSE,Joe Munson,2,136,22,39,2,3,3,18,1,0.286764705882353,0.433823529411765,0,0,0,0,0,70,1926,1382
FALSE,FALSE,Ralph Michaels,3,61,11,18,2,3,0,8,1,0.295081967213115,0.311475409836066,0,0,0,0,0,20,1926,1384
FALSE,FALSE,Al Moore,2,89,12,19,2,3,0,10,2,0.213483146067416,0.258426966292135,0,0,0,0,0,27,1926,1385
FALSE,FALSE,Fred Merkle,16,5782,720,1580,2,3,61,733,272,0.273261847111726,0.38343133863715,0,0,0,0,0,2650,1926,1387
FALSE,FALSE,Emmet McCann,3,194,19,44,2,3,0,18,2,0.22680412371134,0.268041237113402,0,0,0,0,0,59,1926,1388
FALSE,FALSE,Bob Rice,1,54,3,8,2,3,0,10,0,0.148148148148148,0.185185185185185,0,0,0,0,0,11,1926,1390
FALSE,FALSE,Sy Rosenthal,2,357,40,95,2,3,4,42,5,0.266106442577031,0.375350140056022,0,0,0,0,0,160,1926,1391
FALSE,FALSE,Jim Poole,3,940,118,271,2,3,13,140,9,0.288297872340426,0.414893617021277,0,0,0,0,0,470,1927,1393
FALSE,FALSE,Eddie Pick,3,191,25,34,2,3,2,17,0,0.178010471204188,0.256544502617801,0,0,0,0,0,58,1927,1394
FALSE,TRUE,Roger Peckinpaugh,17,7233,1006,1876,2,3,48,740,205,0.259366791096364,0.335407161620351,0,1,0,0,0,2805,1927,1396
FALSE,FALSE,Mickey O'Neil,9,1995,177,475,2,3,4,179,18,0.238095238095238,0.287719298245614,0,0,0,0,0,642,1927,1397
FALSE,FALSE,Ernie Padgett,5,838,84,223,2,3,1,81,8,0.266109785202864,0.350835322195704,0,0,0,0,0,346,1927,1399
FALSE,FALSE,Rusty Saunders,1,15,2,2,2,3,0,2,0,0.133333333333333,0.2,0,0,0,0,0,4,1927,1400
FALSE,FALSE,Joe Mellana,1,7,1,2,2,3,0,2,0,0.285714285714286,0.285714285714286,0,0,0,0,0,2,1927,1402
FALSE,FALSE,Pat McNulty,5,820,132,238,2,3,6,84,22,0.290243902439024,0.378048780487805,0,0,0,0,0,361,1927,1403
FALSE,FALSE,Rube Lutzke,5,1876,216,468,2,3,4,223,23,0.249466950959488,0.321428571428571,0,0,0,0,0,712,1927,1405
FALSE,FALSE,William Marriott,6,826,86,220,2,3,4,95,16,0.26634382566586,0.347457627118644,0,0,0,0,0,332,1927,1406
FALSE,FALSE,Ray Morehart,3,487,82,131,2,3,1,49,10,0.268993839835729,0.347022587268994,0,0,0,0,0,198,1927,1408
FALSE,FALSE,Irish Meusel,11,4900,701,1521,2,3,106,819,113,0.310408163265306,0.464285714285714,0,0,0,0,0,2724,1927,1409
FALSE,FALSE,Bernie Neis,8,1825,297,496,2,3,25,210,46,0.271780821917808,0.378630136986301,0,0,0,0,0,818,1927,1411
FALSE,FALSE,Harry O'Donnell,1,16,1,1,2,3,0,2,0,0.0625,0.0625,0,0,0,0,0,1,1927,1412
FALSE,FALSE,Frank Snyder,16,4229,331,1122,2,3,47,525,37,0.265310948214708,0.359659493970206,0,0,0,0,0,1782,1927,1414
FALSE,FALSE,Freddy Spurgeon,4,1176,181,335,2,3,1,100,23,0.284863945578231,0.339285714285714,0,0,0,0,0,454,1927,1415
FALSE,FALSE,Tommy Sewell,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1927,1417
FALSE,FALSE,Bobby Schang,3,186,14,35,2,3,0,6,3,0.188172043010753,0.268817204301075,0,0,0,0,0,61,1927,1418
FALSE,FALSE,Jack Tobin,13,6174,936,1906,2,3,64,581,147,0.308713961775186,0.419501133786848,0,0,0,0,0,3047,1927,1420
FALSE,FALSE,Herb Thomas,3,235,27,52,2,3,1,15,7,0.221276595744681,0.314893617021277,0,0,0,0,0,90,1927,1421
FALSE,FALSE,Kid Willson,2,11,3,1,2,3,0,1,0,0.0909090909090909,0.0909090909090909,0,0,0,0,0,1,1927,1423
FALSE,FALSE,Pee-Wee Wanninger,2,556,53,130,2,3,1,31,5,0.233812949640288,0.294964028776978,0,0,0,0,0,188,1927,1424
FALSE,FALSE,Frank Welch,9,2310,310,634,2,3,41,295,18,0.274458874458874,0.397835497835498,0,0,0,0,0,1091,1927,1426
FALSE,FALSE,Harry Wilke,1,9,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1927,1427
FALSE,FALSE,Jim Hamby,2,55,6,10,2,3,0,5,1,0.181818181818182,0.218181818181818,0,0,0,0,0,13,1927,1429
FALSE,FALSE,Sid Graves,1,20,5,5,2,3,0,2,1,0.25,0.4,0,0,0,0,0,10,1927,1430
FALSE,FALSE,Jack Fournier,15,5208,822,1631,2,3,136,859,145,0.313172043010753,0.483294930875576,0,0,0,0,0,3018,1927,1432
FALSE,FALSE,John Freeman,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1927,1433
FALSE,FALSE,Chick Fewster,11,1963,282,506,2,3,6,167,57,0.25776872134488,0.325522159959246,0,0,0,0,0,748,1927,1435
FALSE,FALSE,Gus Felix,5,2046,256,561,2,3,12,230,28,0.274193548387097,0.360703812316716,0,0,0,0,0,866,1927,1436
FALSE,FALSE,Marty Karow,1,10,0,2,2,3,0,0,0,0.2,0.3,0,0,0,0,0,4,1927,1438
FALSE,FALSE,Baby Doll Jacobson,11,5507,787,1714,2,3,83,821,86,0.311240239694934,0.45015434901035,0,0,0,0,0,2984,1927,1439
FALSE,FALSE,Bill Hohman,1,18,1,5,2,3,0,0,0,0.277777777777778,0.277777777777778,0,0,0,0,0,5,1927,1441
FALSE,FALSE,Herman Layne,1,6,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1927,1442
FALSE,FALSE,Johnny Bassler,9,2319,250,704,2,3,1,318,13,0.303579128934886,0.361362656317378,0,0,0,0,0,954,1927,1444
FALSE,FALSE,Charlie Bates,1,38,5,9,2,3,0,2,3,0.236842105263158,0.394736842105263,0,0,0,0,0,19,1927,1445
FALSE,FALSE,Jim Battle,1,8,1,3,2,3,0,0,0,0.375,0.625,0,0,0,0,0,6,1927,1447
FALSE,FALSE,Herschel Bennett,5,877,135,242,2,3,7,104,13,0.27594070695553,0.376282782212087,0,0,0,0,0,391,1927,1448
FALSE,FALSE,Lefty Atkinson,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1927,1450
FALSE,FALSE,Dick Attreau,2,144,26,31,2,3,1,16,1,0.215277777777778,0.277777777777778,0,0,0,0,0,45,1927,1451
FALSE,FALSE,Fred Bratschi,3,196,12,54,2,3,0,22,0,0.275510204081633,0.341836734693878,0,0,0,0,0,79,1927,1453
FALSE,FALSE,Dud Branom,1,94,8,22,2,3,0,13,2,0.234042553191489,0.24468085106383,0,0,0,0,0,24,1927,1454
